NationalTOMsRef;Question_Name;Units;Proxy_Value;Target_Number;Target_LEV;Actual_Number_Delivered;Delivered_LEV;Project_name;Industry;Postcode;Contract_Value
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,61;;;0;£0,00;Project832;Construction;TS22 ;£3.095.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,61;;;0;£0,00;Project832;Construction;TS22 ;£3.095.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,53;;;0;£0,00;Project641;Construction;DN4 ;£19.108.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,53;;;0;£0,00;Project641;Construction;DN4 ;£19.108.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,89;;;0;£0,00;Project135;Construction;M28 ;£17.212.433,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,89;;;0;£0,00;Project135;Construction;M28 ;£17.212.433,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,62;;;0;£0,00;Project328;Construction;CO4 ;£14.888,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project328;Construction;CO4 ;£14.888,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,73;;;0;£0,00;Project163;Construction;LE19 ;£6.212.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,73;;;0;£0,00;Project163;Construction;LE19 ;£6.212.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.098,00;;;0;£0,00;Project837;Construction;ML4 ;£17.650.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,66;;;0;£0,00;Project837;Construction;ML4 ;£17.650.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,66;;;0;£0,00;Project837;Construction;ML4 ;£17.650.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;26;£731.562,00;Project838;2020_Construction;L1 ;£9.480.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,71;;;1000;£709,54;Project838;2020_Construction;L1 ;£9.480.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,71;;;3000;£2.128,63;Project838;2020_Construction;L1 ;£9.480.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;5;£151.095,00;5;£151.095,00;Project839;Construction;PO1 ;£3.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,76;19800;£15.006,15;19549,28;£14.816,13;Project839;Construction;PO1 ;£3.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,76;;;0;£0,00;Project839;Construction;PO1 ;£3.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project840;Construction;NW8 ;£4.790,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£7,59;;;0;£0,00;Project840;Construction;NW8 ;£4.790,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£7,59;;;0;£0,00;Project840;Construction;NW8 ;£4.790,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,74;;;0;£0,00;Project195;Construction;NN3 ;£3.905.220,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,74;;;0;£0,00;Project195;Construction;NN3 ;£3.905.220,00
